customer_id,year_month,age,segment,income,spend,balance_avg,loan,digital_logins_30d,incoming_tx_cnt_30d,outgoing_tx_cnt_30d,salary_variance,balance_trend_90d,spend_travel,spend_food_grocery,spend_entertainment,spend_education,spend_utilities,spend_health,spend_shopping,travel_tx_cnt_90d,recency_last_travel_days,bill_autopay_active,failed_payments_90d,payday_cadence_days,days_since_last_payday,season_flag,upcoming_bill_due_days,balance_ratio,surplus,spend_ratio,dti,cashflow_volatility,liquidity_buffer,digital_index,inflow_baseline_90d,max_inflow_z_30d,max_inflow_pct_30d,large_inflow_flag_7d,days_since_large_inflow
179,2025-08,60,senior,4754941.0,3515295.0,884434.0,0.0,11,2,22,394948.0,-0.069,0.0,1087142.0,454342.0,105473.0,217089.0,97967.0,754830.0,0,365,1,0,30,17,none,13,0.186,1239645.0,0.739,0.0,0.337,0.928,0.478,5133602.0,1.022,0.735,0,45
180,2025-08,26,family,10686858.0,11520890.0,1428676.0,42776693.0,22,3,21,744947.0,-0.225,1707159.0,1649674.0,1835733.0,189049.0,936803.0,971312.0,984758.0,2,1,1,0,30,4,none,10,0.134,0.0,1.078,4.003,0.124,0.588,1.0,11185022.0,0.162,0.54,0,99
181,2025-08,61,senior,6524154.0,3620773.0,1174924.0,0.0,7,5,20,311212.0,0.031,7324.0,956554.0,72681.0,230521.0,270391.0,182080.0,273064.0,0,258,1,0,14,20,none,12,0.18,2903381.0,0.555,0.0,0.265,1.225,0.333,5788601.0,3.417,0.968,1,0
182,2025-08,56,senior,6740317.0,4749232.0,3525859.0,0.0,8,4,24,474228.0,0.109,326182.0,794809.0,419625.0,96794.0,191134.0,0.0,307391.0,0,1,1,0,30,29,pre_holiday,0,0.523,1991085.0,0.705,0.0,0.018,1.452,0.32,5899084.0,0.669,0.661,0,19
183,2025-08,29,worker,5794594.0,5735160.0,1640849.0,19046711.0,18,4,24,453879.0,-0.139,747297.0,1551481.0,363357.0,151798.0,567899.0,691589.0,1034126.0,1,1,1,0,30,17,none,6,0.283,59434.0,0.99,3.287,0.244,0.791,0.72,6764926.0,-1.197,0.232,0,66
184,2025-08,31,worker,6956553.0,6251913.0,2238771.0,0.0,18,5,29,863921.0,0.289,1215990.0,742317.0,439458.0,0.0,564404.0,0.0,394089.0,1,1,0,0,30,27,pre_holiday,4,0.322,704640.0,0.899,0.0,0.268,0.914,0.6,5957695.0,1.262,0.779,0,75
185,2025-08,26,family,11979476.0,7374184.0,6775042.0,22871249.0,10,4,24,326302.0,-0.379,882369.0,1039896.0,727167.0,117858.0,325475.0,247545.0,1323717.0,1,1,0,0,30,11,none,0,0.566,4605292.0,0.616,1.909,0.197,1.731,0.4,12126405.0,1.32,0.789,0,72
186,2025-08,22,worker,23210108.0,17491024.0,16821686.0,0.0,23,9,21,1209326.0,-0.381,2356542.0,4582514.0,326904.0,514670.0,1701342.0,123961.0,2822690.0,0,1,1,0,14,29,holiday_week,18,0.725,5719084.0,0.754,0.0,0.333,1.625,1.045,19561292.0,-0.681,0.336,0,97
187,2025-08,34,worker,18450641.0,13289995.0,687211.0,52384458.0,14,2,18,187485.0,0.217,1527466.0,4205917.0,371754.0,208392.0,994625.0,94801.0,1178298.0,1,1,1,0,30,16,none,17,0.037,5160646.0,0.72,2.839,0.357,0.746,0.737,11452637.0,-1.995,0.12,0,51
188,2025-08,19,student,3317469.0,2528885.0,603314.0,7531028.0,19,7,15,17074.0,-0.476,400084.0,696001.0,172649.0,241172.0,158701.0,67256.0,579765.0,1,1,1,0,30,4,none,10,0.182,788584.0,0.762,2.27,0.155,0.894,1.188,2374973.0,0.919,0.715,0,98
189,2025-08,25,family,14256819.0,8770765.0,3356837.0,0.0,15,2,20,1380565.0,0.378,833236.0,2670784.0,667144.0,290950.0,663234.0,551433.0,241337.0,0,1,1,0,30,10,post_holiday,7,0.235,5486053.0,0.615,0.0,0.138,1.195,0.714,13699208.0,0.109,0.527,0,108
190,2025-08,36,worker,6568385.0,4641234.0,1155166.0,0.0,19,6,24,498126.0,0.044,0.0,1227536.0,125478.0,291797.0,306425.0,393040.0,1093639.0,0,365,0,0,30,14,pre_holiday,1,0.176,1927152.0,0.707,0.0,0.251,0.957,0.76,6602342.0,-2.6,0.069,0,17
191,2025-08,63,senior,4104362.0,1971293.0,640424.0,11015399.0,12,4,18,154251.0,-0.773,61960.0,488305.0,242106.0,56427.0,158282.0,56762.0,288319.0,0,115,1,0,30,2,none,6,0.156,2133069.0,0.48,2.684,0.039,1.366,0.632,3945860.0,0.436,0.607,0,57
192,2025-08,19,student,3788209.0,2804292.0,964229.0,4741389.0,23,5,23,497353.0,0.099,317141.0,536626.0,175143.0,329062.0,200085.0,22421.0,0.0,0,1,0,0,30,26,none,17,0.255,983917.0,0.74,1.252,0.195,1.019,0.958,4060553.0,-1.092,0.251,0,32
193,2025-08,18,student,2548375.0,2006854.0,271265.0,0.0,13,7,17,153822.0,-0.708,49891.0,604230.0,124911.0,121813.0,116861.0,115638.0,463835.0,0,139,0,2,30,7,none,0,0.106,541522.0,0.788,0.0,0.461,0.77,0.722,2443100.0,-2.598,0.069,0,81
194,2025-08,43,family,15717767.0,10780614.0,5895224.0,0.0,18,5,19,1647471.0,0.362,1883090.0,3436212.0,1050746.0,561765.0,172716.0,631731.0,2046313.0,3,1,0,2,30,20,post_holiday,0,0.375,4937154.0,0.686,0.0,0.05,1.276,0.9,12318247.0,-0.604,0.354,0,53
195,2025-08,21,student,1943318.0,928405.0,698245.0,7104771.0,25,6,16,42928.0,-0.062,57983.0,211745.0,71383.0,65122.0,74130.0,46122.0,89547.0,0,167,0,1,30,27,none,6,0.359,1014913.0,0.478,3.656,0.181,1.799,1.471,1922224.0,2.199,0.9,1,0
196,2025-08,26,student,2833750.0,2460488.0,905265.0,0.0,20,3,15,56957.0,0.883,194210.0,550139.0,308071.0,187357.0,141048.0,125135.0,149315.0,0,1,0,0,30,13,holiday_week,6,0.319,373262.0,0.868,0.0,0.192,0.944,1.25,2622469.0,2.071,0.888,1,0
197,2025-08,34,worker,10345058.0,8014097.0,3768596.0,0.0,18,4,25,1364121.0,0.532,1135194.0,2932763.0,293814.0,159726.0,690137.0,303850.0,163452.0,1,1,0,1,14,18,none,9,0.364,2330961.0,0.775,0.0,0.551,1.116,0.692,8417425.0,1.623,0.835,1,0
198,2025-08,40,family,18405744.0,11247709.0,8346130.0,40974272.0,23,4,32,1197492.0,-0.427,891337.0,2605324.0,151439.0,434802.0,885291.0,505454.0,3217179.0,0,1,0,1,30,15,pre_holiday,17,0.453,7158036.0,0.611,2.226,0.172,1.56,0.697,17869730.0,0.462,0.613,0,19
199,2025-08,20,student,4817966.0,3266147.0,1256306.0,16422174.0,22,3,14,313957.0,-0.859,256126.0,782701.0,221588.0,522386.0,189355.0,116313.0,207208.0,0,1,0,0,14,22,none,0,0.261,1551819.0,0.678,3.409,0.187,1.122,1.467,4393530.0,1.021,0.735,0,18
200,2025-08,36,worker,6186183.0,3061540.0,4527085.0,0.0,18,4,30,25316.0,-0.29,387616.0,837899.0,264349.0,86110.0,282401.0,236784.0,124791.0,1,1,1,0,30,1,none,10,0.732,3124644.0,0.495,0.0,0.101,2.489,0.581,5006168.0,0.169,0.542,0,78
201,2025-08,42,family,21837517.0,12364150.0,8564622.0,0.0,16,2,29,1420292.0,-0.5,0.0,2784194.0,263301.0,580097.0,887594.0,1433607.0,1766358.0,0,346,1,0,30,10,holiday_week,8,0.392,9473366.0,0.566,0.0,0.236,1.576,0.533,19071143.0,-1.894,0.131,0,113
202,2025-08,47,other,6452094.0,4125006.0,91443.0,0.0,15,2,30,17441.0,0.872,196543.0,680509.0,57526.0,45032.0,291876.0,196578.0,65204.0,0,1,0,0,30,18,none,10,0.014,2327088.0,0.639,0.0,0.281,0.804,0.484,7174955.0,-1.552,0.175,0,64
203,2025-08,28,worker,12255683.0,11082362.0,1445898.0,0.0,20,3,24,1462636.0,0.045,1649467.0,2934947.0,1024545.0,522361.0,700559.0,459337.0,660104.0,1,1,1,0,30,2,holiday_week,8,0.118,1173321.0,0.904,0.0,0.151,0.683,0.8,13568673.0,-1.041,0.261,0,111
204,2025-08,19,student,3973717.0,2479896.0,142361.0,16995794.0,17,3,27,780404.0,0.47,176172.0,570633.0,112697.0,144177.0,269702.0,124479.0,474482.0,0,1,0,0,14,25,none,1,0.036,1493822.0,0.624,4.277,0.372,0.859,0.607,3688490.0,2.402,0.917,1,0
205,2025-08,19,student,2149242.0,1753850.0,594985.0,8223717.0,18,7,13,180960.0,-0.078,288489.0,678484.0,18780.0,118529.0,85649.0,34614.0,273508.0,1,1,1,0,30,18,none,9,0.277,395392.0,0.816,3.826,0.312,0.952,1.286,1952780.0,1.846,0.863,1,1
206,2025-08,22,student,3463226.0,2213876.0,1091599.0,0.0,18,8,17,97845.0,-0.031,0.0,662032.0,291347.0,4352.0,129733.0,148697.0,219709.0,0,365,0,0,30,0,holiday_week,9,0.315,1249350.0,0.639,0.0,0.358,1.275,1.0,2372459.0,-1.851,0.136,0,73
207,2025-08,24,student,4706305.0,3563577.0,1053836.0,14340939.0,10,5,17,313830.0,0.035,0.0,654664.0,184392.0,292907.0,127338.0,200888.0,449796.0,0,365,1,0,14,0,none,5,0.224,1142728.0,0.757,3.047,0.217,0.956,0.556,5449453.0,0.092,0.523,0,91
208,2025-08,29,worker,12170650.0,8504737.0,7809067.0,0.0,14,4,25,294812.0,0.548,1003381.0,2501144.0,1197670.0,22537.0,721499.0,235164.0,812219.0,1,1,0,0,30,4,none,1,0.642,3665913.0,0.699,0.0,0.288,1.634,0.538,12845528.0,-0.69,0.334,0,14
209,2025-08,19,student,3747335.0,3188826.0,1259788.0,3321835.0,15,4,20,516169.0,0.19,396649.0,825870.0,270275.0,683561.0,166179.0,228752.0,385423.0,1,1,1,0,30,19,none,11,0.336,558508.0,0.851,0.886,0.246,0.983,0.714,3795274.0,-0.266,0.434,0,75
210,2025-08,33,worker,16787122.0,10740036.0,7748539.0,0.0,17,2,26,143369.0,-0.426,577635.0,3677949.0,1053289.0,349188.0,589797.0,454300.0,797046.0,0,1,1,0,30,15,none,7,0.462,6047086.0,0.64,0.0,0.437,1.503,0.63,9380483.0,-0.919,0.285,0,50
211,2025-08,30,worker,13972879.0,6764561.0,2548748.0,44888485.0,15,2,26,579291.0,0.78,903916.0,1282756.0,492178.0,0.0,363549.0,63123.0,583899.0,1,1,0,1,30,14,holiday_week,0,0.182,7208318.0,0.484,3.213,0.236,1.41,0.556,12661362.0,2.41,0.918,1,1
212,2025-08,37,worker,8976953.0,4602552.0,1527464.0,0.0,17,4,20,832759.0,-0.082,535494.0,1146295.0,0.0,169671.0,314054.0,245716.0,387941.0,1,1,1,0,30,16,none,15,0.17,4374401.0,0.513,0.0,0.228,1.307,0.81,7908073.0,-0.032,0.492,0,96
213,2025-08,18,student,5595956.0,3582634.0,1915396.0,0.0,15,5,26,750499.0,-0.155,44457.0,806363.0,94918.0,308930.0,126817.0,177578.0,274463.0,0,171,1,0,30,14,none,14,0.342,2013322.0,0.64,0.0,0.186,1.316,0.556,5609512.0,0.371,0.592,0,104
214,2025-08,32,family,31858912.0,16969363.0,12142747.0,0.0,19,5,25,1593604.0,-1.0,331640.0,4042215.0,1307453.0,242697.0,179630.0,1250313.0,3302137.0,0,1,0,1,30,10,none,2,0.381,14889549.0,0.533,0.0,0.167,1.654,0.731,26517618.0,0.384,0.595,0,107
215,2025-08,32,family,32157929.0,25132444.0,417542.0,0.0,24,6,22,1278813.0,0.335,1993382.0,4010303.0,2552697.0,653293.0,1963077.0,1743812.0,4431884.0,0,1,0,1,14,0,none,4,0.013,7025485.0,0.782,0.0,0.301,0.656,1.043,27824438.0,-1.762,0.147,0,88
216,2025-08,25,family,10534857.0,6849077.0,3177573.0,0.0,12,2,18,669817.0,0.095,1163298.0,1926823.0,0.0,46105.0,94707.0,260442.0,430413.0,1,1,1,0,30,0,holiday_week,7,0.302,3685780.0,0.65,0.0,0.356,1.233,0.632,10460185.0,0.186,0.546,0,34
217,2025-08,18,student,2631488.0,2831984.0,485930.0,9678352.0,18,3,17,75308.0,0.095,0.0,759435.0,228409.0,249002.0,249272.0,73435.0,128498.0,0,365,0,3,30,20,holiday_week,7,0.185,0.0,1.076,3.678,0.198,0.636,1.0,2062990.0,1.821,0.86,1,0
218,2025-08,18,student,7788925.0,3577787.0,2424483.0,29816861.0,22,10,26,243864.0,-0.131,191305.0,1218005.0,97388.0,528797.0,377921.0,149282.0,409710.0,0,1,1,0,30,22,none,14,0.311,4211138.0,0.459,3.828,0.234,1.766,0.815,6339356.0,2.525,0.926,1,0
219,2025-08,60,senior,5296282.0,3975098.0,915941.0,0.0,4,5,22,426849.0,-0.209,200282.0,924202.0,377890.0,17870.0,248686.0,213769.0,1068053.0,0,1,1,0,30,7,none,17,0.173,1321184.0,0.751,0.0,0.288,0.897,0.174,4920241.0,-1.968,0.123,0,74
220,2025-08,38,worker,6181742.0,3404947.0,1563261.0,11267341.0,19,1,20,428176.0,-0.116,321872.0,677630.0,280443.0,133472.0,337614.0,196778.0,192333.0,0,1,0,0,30,7,none,8,0.253,2776795.0,0.551,1.823,0.277,1.367,0.905,6804693.0,-2.603,0.069,0,107
221,2025-08,30,worker,8283963.0,5351356.0,2514456.0,17662380.0,15,6,15,1379945.0,0.258,411399.0,1600633.0,644883.0,31552.0,353512.0,276739.0,611402.0,0,1,1,0,30,12,holiday_week,10,0.304,2932607.0,0.646,2.132,0.022,1.244,0.938,8460167.0,0.107,0.527,0,96
222,2025-08,25,worker,11376716.0,8432569.0,3579246.0,29252198.0,13,4,21,932236.0,0.338,255291.0,1409501.0,1152517.0,693152.0,899314.0,325845.0,1103947.0,0,1,1,0,30,19,none,2,0.315,2944147.0,0.741,2.571,0.132,1.099,0.591,12074229.0,1.901,0.87,1,2
223,2025-08,31,worker,9474942.0,3517044.0,4347695.0,12938402.0,14,2,20,1113848.0,-0.054,527220.0,1138639.0,373801.0,78300.0,194356.0,263405.0,414157.0,1,1,1,0,30,17,none,0,0.459,5957897.0,0.371,1.366,0.056,2.583,0.667,8617436.0,0.616,0.649,0,24
224,2025-08,45,other,6850105.0,5175418.0,3150109.0,8860870.0,12,5,21,44086.0,0.477,158969.0,1674611.0,653930.0,0.0,39047.0,99316.0,488832.0,0,1,0,0,30,16,none,2,0.46,1674687.0,0.756,1.294,0.268,1.27,0.545,7701311.0,1.166,0.762,0,117
225,2025-08,26,worker,7756375.0,7798540.0,1369743.0,0.0,21,2,25,669048.0,0.014,368041.0,2636737.0,513270.0,3053.0,504323.0,969463.0,1575347.0,0,1,1,0,30,1,post_holiday,15,0.177,0.0,1.005,0.0,0.156,0.673,0.808,4954948.0,-2.332,0.089,0,34
226,2025-08,56,senior,5875483.0,3830723.0,1492171.0,18234590.0,5,3,24,140136.0,-0.177,0.0,1014063.0,859956.0,205670.0,418950.0,257050.0,594901.0,0,365,1,0,30,12,none,4,0.254,2044761.0,0.652,3.104,0.182,1.156,0.2,7070180.0,-0.981,0.273,0,34
227,2025-08,22,student,2687765.0,2039936.0,969248.0,4255503.0,17,5,21,214410.0,0.139,38946.0,393283.0,45679.0,266215.0,163278.0,8331.0,370018.0,0,204,0,0,30,22,none,7,0.361,647829.0,0.759,1.583,0.096,1.134,0.773,3286502.0,-2.857,0.054,0,23
228,2025-08,30,worker,21825106.0,19069430.0,7290581.0,0.0,19,3,18,2060852.0,-0.562,2019170.0,4623046.0,1085919.0,0.0,1025622.0,912300.0,3132955.0,2,1,0,0,30,17,holiday_week,5,0.334,2755676.0,0.874,0.0,0.221,0.955,1.0,21137450.0,-0.244,0.439,0,14
229,2025-08,35,worker,10898425.0,7578841.0,2680011.0,0.0,20,4,26,681080.0,0.155,667242.0,2008436.0,973133.0,351225.0,567573.0,510987.0,1399028.0,1,1,1,0,30,24,post_holiday,6,0.246,3319584.0,0.695,0.0,0.102,1.073,0.741,11169136.0,-2.857,0.054,0,49
230,2025-08,20,student,5950832.0,3766019.0,2833172.0,0.0,13,5,20,1073329.0,-0.644,401587.0,702946.0,455573.0,459912.0,342500.0,113060.0,868546.0,1,1,0,0,30,20,none,14,0.476,2184812.0,0.633,0.0,0.344,1.542,0.619,5321829.0,2.285,0.907,1,0
231,2025-08,22,student,3204015.0,1213167.0,1686354.0,8818297.0,16,5,24,421004.0,-0.412,143885.0,398695.0,124673.0,248002.0,74693.0,0.0,247413.0,0,1,1,0,14,26,pre_holiday,10,0.526,1990848.0,0.379,2.752,0.26,2.711,0.64,2782894.0,2.665,0.935,1,2
232,2025-08,25,worker,9201850.0,7510077.0,4201530.0,0.0,19,5,17,1093753.0,-0.858,1441624.0,1972661.0,820088.0,338886.0,926729.0,49242.0,1960848.0,1,1,1,0,30,17,none,7,0.457,1691773.0,0.816,0.0,0.294,1.172,1.056,7438495.0,0.241,0.56,0,62
233,2025-08,34,other,6679665.0,4695970.0,4014887.0,16686324.0,19,2,19,656039.0,-0.029,78936.0,746572.0,0.0,149621.0,252320.0,280520.0,968103.0,0,93,1,0,30,17,none,22,0.601,1983695.0,0.703,2.498,0.214,1.566,0.95,5962591.0,-2.593,0.07,0,42
234,2025-08,30,worker,3882159.0,2205445.0,753314.0,8973985.0,33,5,28,575212.0,0.774,0.0,860652.0,359043.0,187237.0,202304.0,0.0,177252.0,0,336,1,0,30,16,none,1,0.194,1676715.0,0.568,2.312,0.02,1.222,1.138,3817677.0,0.644,0.656,0,46
235,2025-08,54,senior,4811874.0,3555925.0,1460441.0,21153937.0,10,5,25,57013.0,-0.003,0.0,858575.0,260076.0,0.0,304796.0,0.0,645356.0,0,356,0,0,30,7,pre_holiday,18,0.304,1255950.0,0.739,4.396,0.197,1.087,0.385,4633751.0,3.187,0.96,1,2
236,2025-08,27,family,8591496.0,5433674.0,2926327.0,0.0,18,2,27,1104129.0,0.34,127105.0,772441.0,791295.0,24730.0,267179.0,323636.0,936561.0,0,12,1,0,30,13,pre_holiday,3,0.341,3157822.0,0.632,0.0,0.145,1.329,0.643,10292531.0,0.816,0.693,0,13
237,2025-08,36,worker,4468555.0,2863165.0,1424612.0,19328262.0,15,2,17,46642.0,1.0,4900.0,469976.0,0.0,53258.0,160497.0,98059.0,724437.0,0,307,0,1,30,5,none,5,0.319,1605391.0,0.641,4.325,0.279,1.278,0.833,4088912.0,2.031,0.884,1,0
238,2025-08,35,family,10655901.0,8641335.0,1960204.0,37452917.0,22,4,14,338677.0,0.232,630046.0,3087681.0,830966.0,704522.0,796032.0,159640.0,522998.0,1,1,1,0,30,12,none,9,0.184,2014565.0,0.811,3.515,0.361,0.843,1.467,7210589.0,-0.832,0.303,0,14
239,2025-08,18,student,7247956.0,3763448.0,598673.0,0.0,13,1,14,638325.0,-0.294,557493.0,1450491.0,207585.0,479929.0,264519.0,94747.0,610419.0,1,1,1,0,30,4,pre_holiday,13,0.083,3484508.0,0.519,0.0,0.267,1.122,0.867,8310844.0,-1.494,0.183,0,107
240,2025-08,20,student,3913739.0,3432730.0,1037437.0,13994077.0,18,3,23,476149.0,-0.232,581198.0,1089744.0,384258.0,541310.0,257861.0,0.0,273229.0,1,1,0,0,14,14,none,2,0.265,481009.0,0.877,3.576,0.471,0.872,0.75,2805591.0,-0.121,0.47,0,17
241,2025-08,45,family,25436541.0,12981464.0,5384813.0,0.0,10,2,21,59042.0,0.05,1301875.0,4456222.0,1287591.0,66814.0,334500.0,750525.0,2066255.0,1,1,1,0,30,28,none,7,0.212,12455077.0,0.51,0.0,0.158,1.395,0.455,20758541.0,-2.857,0.054,0,113
242,2025-08,25,family,18696444.0,11602916.0,6692427.0,78993586.0,24,4,17,642648.0,-0.235,2665596.0,3883704.0,1179271.0,93544.0,963815.0,171513.0,1284252.0,2,1,0,1,30,13,pre_holiday,12,0.358,7093528.0,0.621,4.225,0.164,1.382,1.333,17588894.0,3.881,0.98,1,1
243,2025-08,18,student,5678238.0,5726173.0,695557.0,13298349.0,22,7,20,368385.0,-0.201,245701.0,1601857.0,173997.0,1213288.0,422873.0,136330.0,898806.0,0,1,0,0,30,22,none,0,0.122,0.0,1.008,2.342,0.468,0.617,1.048,5465737.0,0.239,0.56,0,68
244,2025-08,26,worker,7164767.0,6370217.0,774511.0,0.0,18,8,27,363123.0,0.493,0.0,1661056.0,512706.0,34490.0,414503.0,339062.0,197333.0,0,365,0,1,30,13,none,10,0.108,794550.0,0.889,0.0,0.308,0.684,0.643,4894856.0,1.486,0.815,1,2
245,2025-08,40,worker,11797319.0,8666789.0,4003670.0,0.0,22,4,24,1211604.0,0.512,1186297.0,2412158.0,644159.0,540094.0,655980.0,286978.0,1541664.0,1,1,0,0,30,27,none,8,0.339,3130529.0,0.735,0.0,0.226,1.143,0.88,9296631.0,-0.791,0.312,0,20
246,2025-08,39,family,20895617.0,12096900.0,7881114.0,0.0,18,4,27,4843528.0,-0.691,0.0,3564569.0,1307661.0,228702.0,682703.0,219900.0,1678291.0,0,360,1,0,14,6,none,11,0.377,8798717.0,0.579,0.0,0.47,1.515,0.643,14164776.0,-2.645,0.066,0,38
247,2025-08,36,worker,8025812.0,5141409.0,3497835.0,0.0,23,4,22,649818.0,-0.318,83975.0,881924.0,682770.0,114204.0,266680.0,0.0,694842.0,0,105,1,0,30,25,none,8,0.436,2884403.0,0.641,0.0,0.322,1.461,1.0,7971694.0,2.444,0.92,1,2
248,2025-08,25,worker,11945189.0,8731829.0,7717419.0,50413145.0,8,6,24,277608.0,-0.159,1222452.0,2570038.0,793349.0,387341.0,529319.0,470770.0,2226749.0,1,1,1,0,14,21,pre_holiday,8,0.646,3213360.0,0.731,4.22,0.233,1.568,0.32,12871024.0,-1.927,0.127,0,99
249,2025-08,25,worker,11973012.0,8687959.0,4186624.0,0.0,23,4,29,57775.0,0.32,772988.0,3083224.0,169630.0,0.0,478373.0,384875.0,864462.0,1,1,0,0,14,26,holiday_week,0,0.35,3285054.0,0.726,0.0,0.164,1.171,0.767,8581349.0,0.598,0.645,0,109
250,2025-08,34,worker,8102284.0,5723205.0,3166355.0,0.0,21,6,22,354372.0,0.564,308690.0,1236989.0,507719.0,150613.0,693537.0,139763.0,845991.0,0,1,1,0,14,3,none,14,0.391,2379079.0,0.706,0.0,0.437,1.261,0.913,8502124.0,0.76,0.681,0,9
251,2025-08,32,worker,6629441.0,4742537.0,915101.0,29500452.0,16,5,20,86100.0,1.0,0.0,982793.0,1014368.0,0.0,424284.0,33609.0,624520.0,0,350,1,0,30,26,pre_holiday,16,0.138,1886904.0,0.715,4.45,0.286,0.892,0.762,6892078.0,0.127,0.532,0,94
252,2025-08,41,family,10697869.0,7358462.0,1154939.0,60773647.0,19,9,21,891961.0,-0.16,485265.0,2009195.0,1218809.0,129801.0,312403.0,309733.0,1016959.0,0,1,0,0,14,27,none,8,0.108,3339407.0,0.688,5.681,0.256,0.884,0.864,8570484.0,-1.345,0.207,0,43
253,2025-08,30,worker,10122558.0,5098765.0,6426906.0,0.0,10,7,17,836134.0,-0.137,1094354.0,913674.0,0.0,52719.0,599482.0,294109.0,1392576.0,2,1,1,0,30,8,holiday_week,15,0.635,5023793.0,0.504,0.0,0.307,2.253,0.556,6099986.0,-0.257,0.436,0,70
254,2025-08,21,student,4625775.0,2972169.0,813947.0,21798417.0,19,8,20,170421.0,0.315,202101.0,367355.0,257094.0,519654.0,165981.0,133526.0,384164.0,1,1,0,1,30,18,none,2,0.176,1653606.0,0.643,4.712,0.362,1.052,0.905,3419889.0,-1.629,0.164,0,109
255,2025-08,21,student,2795058.0,2395906.0,336529.0,8671515.0,17,5,17,445107.0,-0.257,27118.0,788197.0,311322.0,179308.0,161491.0,230651.0,208878.0,0,208,1,0,14,17,none,7,0.12,399152.0,0.857,3.102,0.36,0.724,0.944,2265985.0,1.387,0.8,0,108
256,2025-08,43,family,16342912.0,8412512.0,5605001.0,16444142.0,19,4,22,379607.0,-0.013,0.0,1646783.0,624351.0,256837.0,749572.0,548152.0,2100830.0,0,357,1,0,30,1,none,14,0.343,7930401.0,0.515,1.006,0.334,1.638,0.826,18487930.0,0.98,0.727,0,27
257,2025-08,43,family,19770233.0,13672434.0,5994405.0,0.0,20,7,15,1068155.0,-0.137,173554.0,3211254.0,824841.0,266674.0,238132.0,520791.0,1428597.0,0,1,1,0,30,15,none,13,0.303,6097799.0,0.692,0.0,0.315,1.161,1.25,17442379.0,-0.037,0.491,0,60
258,2025-08,18,student,5273400.0,3148414.0,989020.0,17434379.0,16,5,13,484932.0,-1.0,292243.0,574553.0,220342.0,176404.0,191238.0,208664.0,56634.0,0,1,0,0,30,19,post_holiday,5,0.188,2124985.0,0.597,3.306,0.31,1.152,1.143,3949649.0,-0.974,0.274,0,39
259,2025-08,18,student,8027198.0,5913657.0,2045035.0,18379276.0,12,6,17,839667.0,0.105,529707.0,2009044.0,656078.0,423524.0,309481.0,255995.0,447134.0,1,1,0,1,30,6,none,8,0.255,2113541.0,0.737,2.29,0.159,1.025,0.667,7402499.0,3.613,0.974,1,0
260,2025-08,38,worker,15354871.0,10160395.0,8230768.0,29212772.0,16,3,24,1902143.0,-0.032,135128.0,3093143.0,263254.0,427139.0,729452.0,438656.0,425661.0,0,1,1,0,30,10,none,7,0.536,5194476.0,0.662,1.903,0.49,1.566,0.64,10835899.0,-2.232,0.097,0,100
261,2025-08,23,student,2544434.0,2395862.0,343291.0,7441717.0,20,1,17,207180.0,0.622,0.0,510970.0,342052.0,413732.0,181889.0,203358.0,11985.0,0,332,0,0,30,17,none,15,0.135,148572.0,0.942,2.925,0.1,0.674,1.111,2486296.0,-2.648,0.066,0,42
262,2025-08,30,family,29187619.0,23232979.0,2326515.0,109123820.0,22,4,13,3284939.0,0.052,2199408.0,3136651.0,1871037.0,299901.0,1503991.0,272555.0,2341861.0,2,1,0,0,30,27,none,0,0.08,5954640.0,0.796,3.739,0.314,0.728,1.571,21988504.0,-0.141,0.465,0,20
263,2025-08,22,worker,8155134.0,4267007.0,4237953.0,0.0,22,2,23,218106.0,-0.515,29099.0,872272.0,156096.0,21894.0,271277.0,181107.0,513402.0,0,213,0,0,14,1,none,1,0.52,3888127.0,0.523,0.0,0.066,1.949,0.917,6321219.0,-0.442,0.391,0,14
264,2025-08,21,student,6389667.0,5243899.0,2184106.0,15727188.0,17,6,18,676692.0,-0.066,590485.0,1472728.0,731791.0,421053.0,489229.0,426453.0,1068192.0,1,1,0,0,30,28,none,5,0.342,1145768.0,0.821,2.461,0.259,1.026,0.895,6110591.0,1.882,0.868,1,0
265,2025-08,67,senior,7425243.0,4483378.0,1762757.0,35729118.0,5,6,23,781406.0,-0.891,72897.0,1116599.0,27245.0,321754.0,332684.0,232985.0,748545.0,0,124,0,1,14,24,none,6,0.237,2941865.0,0.604,4.812,0.167,1.221,0.208,8632105.0,1.108,0.752,0,48
266,2025-08,25,student,3316872.0,2101074.0,209058.0,5670704.0,25,2,14,449915.0,-0.495,2327.0,509353.0,116763.0,220641.0,142248.0,61698.0,344413.0,0,316,1,0,30,25,holiday_week,5,0.063,1215798.0,0.633,1.71,0.263,0.889,1.667,4078652.0,0.051,0.513,0,116
267,2025-08,35,worker,5216338.0,4001311.0,938343.0,0.0,26,3,28,122176.0,0.336,307613.0,1004229.0,219070.0,0.0,281546.0,0.0,261896.0,1,1,1,0,30,1,none,6,0.18,1215027.0,0.767,0.0,0.313,0.886,0.897,3881060.0,0.858,0.702,0,35
268,2025-08,20,student,3696127.0,2388577.0,1199117.0,0.0,18,7,20,54114.0,-0.061,490773.0,650207.0,417729.0,179677.0,246791.0,0.0,403401.0,1,1,1,0,14,17,none,8,0.324,1307550.0,0.646,0.0,0.121,1.276,0.857,2995744.0,0.827,0.695,0,52
